,L,a,b,file
0,40.01206542320821,-3.625392497485154,9.170807827078486,tile-images/13117921_1021505151238202_446169651_n.png
1,55.68882684058097,1.4120287105315457,3.4999036135357415,tile-images/13126853_869841069812229_1063500707_n.png
2,46.33158679624054,4.140638446698249,4.3526062491374935,tile-images/13129766_1626287734365211_818692676_n.png
3,70.60526695212224,-11.093274638586948,8.436675150006131,tile-images/13150962_498290347031981_2059006828_n.png
4,37.16728337683885,4.437089761159894,8.525799207594162,tile-images/13150997_268376376844583_1521941676_n.png
5,64.44901008206813,-0.8698141065282283,22.423742617062835,tile-images/13151324_270111020002444_868566996_n.png
6,38.196447402940144,3.862250721940759,10.774738669045696,tile-images/13183319_1138857979491567_276452415_n.png
7,47.61956392237692,1.8602635295087482,13.827198334849854,tile-images/13188161_104937463256110_974682561_n.png
8,44.63833308808145,-1.2760468755640695,-0.9902372936747278,tile-images/13329104_1073869332651177_1240320705_n.png
9,34.344763264437,5.768287267854225,9.665547201939837,tile-images/13534490_1154936894559325_7513009050477395968_n.png
10,39.794471650634684,10.388706289435095,14.466581068199694,tile-images/13643024_281884005521541_1969450637_n.png
11,43.39310123180325,1.5895669879165772,4.770613160138141,tile-images/13649193_329094640762443_831489846_n.png
12,39.81545804273997,-0.12440299731473724,1.5687759133178543,tile-images/13686949_602440119959638_1157115595_n.png
13,40.21802268433877,-2.47571563929166,7.098317836861002,tile-images/13694804_407911672736665_843254416_n.png
14,65.4664151084493,5.679398821837964,4.647228752642257,tile-images/13696849_1141633672562133_1758115829_n.png
15,45.12533462906254,1.0850015841709721,-2.5463684167714917,tile-images/13712369_725619004254868_230079545_n.png
16,58.88851602324833,-2.8498353283363462,-0.303779042433464,tile-images/13714076_1052383188170678_2118133033_n.png
17,66.01014367959995,0.9533313528332518,-1.4777643636806657,tile-images/13722261_1593934574239293_768361409_n.png
18,47.70086906131188,-1.9709091258684572,-2.8616415557358397,tile-images/13731372_501507726640465_7103999_n.png
19,52.1658709269601,6.36904709734845,7.097994100748987,tile-images/13734458_1219271861439906_1941676578_n.png
20,57.85898889858339,-3.666908355091474,1.9951401122175045,tile-images/13736830_1048228558618745_589667428_n.png
21,48.34759843347442,3.9877845819910216,-28.433911817171847,tile-images/13739635_262896280769553_1465763775_n.png
22,39.98216905729945,-6.598459132674646,10.31853018154956,tile-images/13740895_161975214225265_659015976_n.png
23,58.85492054879303,2.850739152328156,8.738001690479104,tile-images/13741378_1213380978706465_1444733201_n.png
24,68.35523992540891,-10.013986438000405,-3.877469487392068,tile-images/13743533_163709157371549_648053771_n.png
25,39.81030590776213,5.8494249600134545,8.709606318140057,tile-images/13767506_1663468377310094_2146437773_n.png
26,45.99702467687125,1.95610290541351,1.401799002033872,tile-images/13774426_319741798364854_528972601_n.png
27,59.929834152784785,0.019650175384284693,-2.968427670028257,tile-images/13774801_1078503915565293_26290244_n.png
28,45.884794924017015,-2.2947751913717123,17.667581141803318,tile-images/13827211_1828217040740366_2130098765_n.png
29,56.79727542689702,-0.2752237774322876,13.895334840518853,tile-images/14063514_331085683948518_582429287_n.png
30,39.22827659434622,25.134959593862014,2.0139755513877797,tile-images/14134748_329723550705598_1202456331_n.png
31,49.52556439099353,-9.345237640923056,4.953851675625535,tile-images/14272199_207084943038995_1125311700_n.png
32,38.37533068189961,3.7618701791090143,6.417113216557309,tile-images/14276456_131937690593508_2078490163_n.png
33,46.15632282032571,3.9175916886476716,7.534653760305944,tile-images/14288010_1742068296044868_604166424_n.png
34,33.42200704223708,5.180206038436626,8.253917993509948,tile-images/14288131_1410289159277871_367594930_n.png
35,37.69549883999839,4.222095548249437,7.999904344193819,tile-images/14294730_900166550087809_855928477_n.png
36,51.375018007776255,-5.1934824446844825,-3.0286214745725544,tile-images/14334697_1156816804380304_1657422032_n.png
37,45.709146414880614,2.3609434720982705,0.20982482616717021,tile-images/14350825_1794612907430151_2808018359352819712_n.png
38,46.88917484911258,23.771573702523693,23.688594821723516,tile-images/14360206_339992909672978_62210322_n.png
39,62.23190279986458,-7.203813526665065,16.616500678421836,tile-images/14374063_1194911417249480_4904973654145630208_n.png
40,41.14681576033288,4.118838206231879,-2.521499432301297,tile-images/14482852_159997484451434_7887976862402478080_n.png
41,33.17246232344437,5.188702861255831,13.739366853895033,tile-images/14498856_738120833004435_7852467180900712448_n.png
42,40.53648188695567,-1.4484973952869058,-4.494977434527939,tile-images/14574067_1064041853672966_4635372896208814080_n.png
